id_cliente,numero_identificacion,nombre_completo,correo_electronico,telefono,direccion,activo,creado_en,modificado_en,creado_por,modificado_por
268,1750000268,David Perez Lopez,david.perez268@gmail.com,+593908006164,"Av. Eloy Alfaro N92-22, Guayaquil",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
269,1750000269,Valeria Torres Flores,valeria.torres269@gmail.com,+593908006187,"Calle Esmeraldas N96-31, Ambato",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
270,1750000270,Diego Castro Cardenas,diego.castro270@gmail.com,+593908006210,"Av. Amazonas N10-40, Quito",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
271,1750000271,Andrea Ortiz Solis,andrea.ortiz271@gmail.com,+593908006233,"Calle Guayaquil N14-49, Cuenca",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
272,1750000272,Daniel Cabrera Perez,daniel.cabrera272@gmail.com,+593908006256,"Av. De los Shyris N18-58, Manta",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
273,1750000273,Carla Rivas Silva,carla.rivas273@gmail.com,+593908006279,"Calle Venezuela N22-67, Guayaquil",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
274,1750000274,Mario Solis Espinosa,mario.solis274@gmail.com,+593908006302,"Av. 10 de Agosto N26-76, Ambato",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
275,1750000275,Veronica Gomez Gomez,veronica.gomez275@gmail.com,+593908006325,"Calle Flores N30-85, Quito",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
276,1750000276,Manuel Rodriguez Torres,manuel.rodriguez276@gmail.com,+593908006348,"Av. Republica N34-14, Cuenca",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
277,1750000277,Estefania Ramirez Viteri,estefania.ramirez277@gmail.com,+593908006371,"Calle Bolivar N38-23, Manta",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
278,1750000278,Alejandro Diaz Vega,alejandro.diaz278@gmail.com,+593908006394,"Av. Eloy Alfaro N42-32, Guayaquil",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
279,1750000279,Adriana Alvear Rodriguez,adriana.alvear279@gmail.com,+593908006417,"Calle Esmeraldas N46-41, Ambato",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
280,1750000280,Juan Cardenas Castro,juan.cardenas280@gmail.com,+593908006440,"Av. Amazonas N50-50, Quito",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
281,1750000281,Ana Espinosa Morales,ana.espinosa281@gmail.com,+593908006463,"Calle Guayaquil N54-59, Cuenca",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
282,1750000282,Luis Vega Paredes,luis.vega282@gmail.com,+593908006486,"Av. De los Shyris N58-68, Manta",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
283,1750000283,Gabriela Paredes Ramirez,gabriela.paredes283@gmail.com,+593908006509,"Calle Venezuela N62-77, Guayaquil",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
284,1750000284,Jorge Martinez Ortiz,jorge.martinez284@gmail.com,+593908006532,"Av. 10 de Agosto N66-86, Ambato",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
285,1750000285,Silvia Sanchez Delgado,silvia.sanchez285@gmail.com,+593908006555,"Calle Flores N70-15, Quito",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
286,1750000286,Jose Flores Martinez,jose.flores286@gmail.com,+593908006578,"Av. Republica N74-24, Cuenca",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
287,1750000287,Camila Silva Diaz,camila.silva287@gmail.com,+593908006601,"Calle Bolivar N78-33, Manta",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
288,1750000288,David Viteri Cabrera,david.viteri288@gmail.com,+593908006624,"Av. Eloy Alfaro N82-42, Guayaquil",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
289,1750000289,Valeria Morales Mora,valeria.morales289@gmail.com,+593908006647,"Calle Esmeraldas N86-51, Ambato",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
290,1750000290,Diego Delgado Sanchez,diego.delgado290@gmail.com,+593908006670,"Av. Amazonas N90-60, Quito",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
291,1750000291,Andrea Mora Alvear,andrea.mora291@gmail.com,+593908006693,"Calle Guayaquil N94-69, Cuenca",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
292,1750000292,Daniel Lopez Rivas,daniel.lopez292@gmail.com,+593908006716,"Av. De los Shyris N98-78, Manta",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
293,1750000293,Carla Perez Lopez,carla.perez293@gmail.com,+593908006739,"Calle Venezuela N12-87, Guayaquil",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
294,1750000294,Mario Torres Flores,mario.torres294@gmail.com,+593908006762,"Av. 10 de Agosto N16-16, Ambato",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
295,1750000295,Veronica Castro Cardenas,veronica.castro295@gmail.com,+593908006785,"Calle Flores N20-25, Quito",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
296,1750000296,Manuel Ortiz Solis,manuel.ortiz296@gmail.com,+593908006808,"Av. Republica N24-34, Cuenca",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
297,1750000297,Estefania Cabrera Perez,estefania.cabrera297@gmail.com,+593908006831,"Calle Bolivar N28-43, Manta",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
298,1750000298,Alejandro Rivas Silva,alejandro.rivas298@gmail.com,+593908006854,"Av. Eloy Alfaro N32-52, Guayaquil",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
299,1750000299,Adriana Solis Espinosa,adriana.solis299@gmail.com,+593908006877,"Calle Esmeraldas N36-61, Ambato",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
300,1750000300,Juan Gomez Gomez,juan.gomez300@gmail.com,+593908006900,"Av. Amazonas N40-70, Quito",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
301,1750000301,Ana Rodriguez Torres,ana.rodriguez301@gmail.com,+593908006923,"Calle Guayaquil N44-79, Cuenca",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
302,1750000302,Luis Ramirez Viteri,luis.ramirez302@gmail.com,+593908006946,"Av. De los Shyris N48-88, Manta",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
303,1750000303,Gabriela Diaz Vega,gabriela.diaz303@gmail.com,+593908006969,"Calle Venezuela N52-17, Guayaquil",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
304,1750000304,Jorge Alvear Rodriguez,jorge.alvear304@gmail.com,+593908006992,"Av. 10 de Agosto N56-26, Ambato",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
305,1750000305,Silvia Cardenas Castro,silvia.cardenas305@gmail.com,+593908007015,"Calle Flores N60-35, Quito",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
306,1750000306,Jose Espinosa Morales,jose.espinosa306@gmail.com,+593908007038,"Av. Republica N64-44, Cuenca",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
307,1750000307,Camila Vega Paredes,camila.vega307@gmail.com,+593908007061,"Calle Bolivar N68-53, Manta",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
308,1750000308,David Paredes Ramirez,david.paredes308@gmail.com,+593908007084,"Av. Eloy Alfaro N72-62, Guayaquil",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
309,1750000309,Valeria Martinez Ortiz,valeria.martinez309@gmail.com,+593908007107,"Calle Esmeraldas N76-71, Ambato",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
310,1750000310,Diego Sanchez Delgado,diego.sanchez310@gmail.com,+593908007130,"Av. Amazonas N80-80, Quito",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
311,1750000311,Andrea Flores Martinez,andrea.flores311@gmail.com,+593908007153,"Calle Guayaquil N84-89, Cuenca",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
312,1750000312,Daniel Silva Diaz,daniel.silva312@gmail.com,+593908007176,"Av. De los Shyris N88-18, Manta",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
313,1750000313,Carla Viteri Cabrera,carla.viteri313@gmail.com,+593908007199,"Calle Venezuela N92-27, Guayaquil",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
314,1750000314,Mario Morales Mora,mario.morales314@gmail.com,+593908007222,"Av. 10 de Agosto N96-36, Ambato",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
315,1750000315,Veronica Delgado Sanchez,veronica.delgado315@gmail.com,+593908007245,"Calle Flores N10-45, Quito",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
316,1750000316,Manuel Mora Alvear,manuel.mora316@gmail.com,+593908007268,"Av. Republica N14-54, Cuenca",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
317,1750000317,Estefania Lopez Rivas,estefania.lopez317@gmail.com,+593908007291,"Calle Bolivar N18-63, Manta",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
318,1750000318,Alejandro Perez Lopez,alejandro.perez318@gmail.com,+593908007314,"Av. Eloy Alfaro N22-72, Guayaquil",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
319,1750000319,Adriana Torres Flores,adriana.torres319@gmail.com,+593908007337,"Calle Esmeraldas N26-81, Ambato",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
320,1750000320,Juan Castro Cardenas,juan.castro320@gmail.com,+593908007360,"Av. Amazonas N30-10, Quito",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
321,1750000321,Ana Ortiz Solis,ana.ortiz321@gmail.com,+593908007383,"Calle Guayaquil N34-19, Cuenca",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
322,1750000322,Luis Cabrera Perez,luis.cabrera322@gmail.com,+593908007406,"Av. De los Shyris N38-28, Manta",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
323,1750000323,Gabriela Rivas Silva,gabriela.rivas323@gmail.com,+593908007429,"Calle Venezuela N42-37, Guayaquil",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
324,1750000324,Jorge Solis Espinosa,jorge.solis324@gmail.com,+593908007452,"Av. 10 de Agosto N46-46, Ambato",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
325,1750000325,Silvia Gomez Gomez,silvia.gomez325@gmail.com,+593908007475,"Calle Flores N50-55, Quito",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
326,1750000326,Jose Rodriguez Torres,jose.rodriguez326@gmail.com,+593908007498,"Av. Republica N54-64, Cuenca",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
327,1750000327,Camila Ramirez Viteri,camila.ramirez327@gmail.com,+593908007521,"Calle Bolivar N58-73, Manta",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
328,1750000328,David Diaz Vega,david.diaz328@gmail.com,+593908007544,"Av. Eloy Alfaro N62-82, Guayaquil",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
329,1750000329,Valeria Alvear Rodriguez,valeria.alvear329@gmail.com,+593908007567,"Calle Esmeraldas N66-11, Ambato",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
330,1750000330,Diego Cardenas Castro,diego.cardenas330@gmail.com,+593908007590,"Av. Amazonas N70-20, Quito",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
331,1750000331,Andrea Espinosa Morales,andrea.espinosa331@gmail.com,+593908007613,"Calle Guayaquil N74-29, Cuenca",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
332,1750000332,Daniel Vega Paredes,daniel.vega332@gmail.com,+593908007636,"Av. De los Shyris N78-38, Manta",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
333,1750000333,Carla Paredes Ramirez,carla.paredes333@gmail.com,+593908007659,"Calle Venezuela N82-47, Guayaquil",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
334,1750000334,Mario Martinez Ortiz,mario.martinez334@gmail.com,+593908007682,"Av. 10 de Agosto N86-56, Ambato",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
335,1750000335,Veronica Sanchez Delgado,veronica.sanchez335@gmail.com,+593908007705,"Calle Flores N90-65, Quito",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
336,1750000336,Manuel Flores Martinez,manuel.flores336@gmail.com,+593908007728,"Av. Republica N94-74, Cuenca",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
337,1750000337,Estefania Silva Diaz,estefania.silva337@gmail.com,+593908007751,"Calle Bolivar N98-83, Manta",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
338,1750000338,Alejandro Viteri Cabrera,alejandro.viteri338@gmail.com,+593908007774,"Av. Eloy Alfaro N12-12, Guayaquil",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
339,1750000339,Adriana Morales Mora,adriana.morales339@gmail.com,+593908007797,"Calle Esmeraldas N16-21, Ambato",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
340,1750000340,Juan Delgado Sanchez,juan.delgado340@gmail.com,+593908007820,"Av. Amazonas N20-30, Quito",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
341,1750000341,Ana Mora Alvear,ana.mora341@gmail.com,+593908007843,"Calle Guayaquil N24-39, Cuenca",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
342,1750000342,Luis Lopez Rivas,luis.lopez342@gmail.com,+593908007866,"Av. De los Shyris N28-48, Manta",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
343,1750000343,Gabriela Perez Lopez,gabriela.perez343@gmail.com,+593908007889,"Calle Venezuela N32-57, Guayaquil",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
344,1750000344,Jorge Torres Flores,jorge.torres344@gmail.com,+593908007912,"Av. 10 de Agosto N36-66, Ambato",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
345,1750000345,Silvia Castro Cardenas,silvia.castro345@gmail.com,+593908007935,"Calle Flores N40-75, Quito",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
346,1750000346,Jose Ortiz Solis,jose.ortiz346@gmail.com,+593908007958,"Av. Republica N44-84, Cuenca",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
347,1750000347,Camila Cabrera Perez,camila.cabrera347@gmail.com,+593908007981,"Calle Bolivar N48-13, Manta",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
348,1750000348,David Rivas Silva,david.rivas348@gmail.com,+593908008004,"Av. Eloy Alfaro N52-22, Guayaquil",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
349,1750000349,Valeria Solis Espinosa,valeria.solis349@gmail.com,+593908008027,"Calle Esmeraldas N56-31, Ambato",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
350,1750000350,Diego Gomez Gomez,diego.gomez350@gmail.com,+593908008050,"Av. Amazonas N60-40, Quito",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
351,1750000351,Andrea Rodriguez Torres,andrea.rodriguez351@gmail.com,+593908008073,"Calle Guayaquil N64-49, Cuenca",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
352,1750000352,Daniel Ramirez Viteri,daniel.ramirez352@gmail.com,+593908008096,"Av. De los Shyris N68-58, Manta",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
353,1750000353,Carla Diaz Vega,carla.diaz353@gmail.com,+593908008119,"Calle Venezuela N72-67, Guayaquil",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
354,1750000354,Mario Alvear Rodriguez,mario.alvear354@gmail.com,+593908008142,"Av. 10 de Agosto N76-76, Ambato",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
355,1750000355,Veronica Cardenas Castro,veronica.cardenas355@gmail.com,+593908008165,"Calle Flores N80-85, Quito",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
356,1750000356,Manuel Espinosa Morales,manuel.espinosa356@gmail.com,+593908008188,"Av. Republica N84-14, Cuenca",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
357,1750000357,Estefania Vega Paredes,estefania.vega357@gmail.com,+593908008211,"Calle Bolivar N88-23, Manta",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
358,1750000358,Alejandro Paredes Ramirez,alejandro.paredes358@gmail.com,+593908008234,"Av. Eloy Alfaro N92-32, Guayaquil",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
359,1750000359,Adriana Martinez Ortiz,adriana.martinez359@gmail.com,+593908008257,"Calle Esmeraldas N96-41, Ambato",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
360,1750000360,Juan Sanchez Delgado,juan.sanchez360@gmail.com,+593908008280,"Av. Amazonas N10-50, Quito",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
361,1750000361,Ana Flores Martinez,ana.flores361@gmail.com,+593908008303,"Calle Guayaquil N14-59, Cuenca",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
362,1750000362,Luis Silva Diaz,luis.silva362@gmail.com,+593908008326,"Av. De los Shyris N18-68, Manta",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
363,1750000363,Gabriela Viteri Cabrera,gabriela.viteri363@gmail.com,+593908008349,"Calle Venezuela N22-77, Guayaquil",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
364,1750000364,Jorge Morales Mora,jorge.morales364@gmail.com,+593908008372,"Av. 10 de Agosto N26-86, Ambato",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
365,1750000365,Silvia Delgado Sanchez,silvia.delgado365@gmail.com,+593908008395,"Calle Flores N30-15, Quito",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
366,1750000366,Jose Mora Alvear,jose.mora366@gmail.com,+593908008418,"Av. Republica N34-24, Cuenca",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
367,1750000367,Camila Lopez Rivas,camila.lopez367@gmail.com,+593908008441,"Calle Bolivar N38-33, Manta",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
368,1750000368,David Perez Lopez,david.perez368@gmail.com,+593908008464,"Av. Eloy Alfaro N42-42, Guayaquil",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
369,1750000369,Valeria Torres Flores,valeria.torres369@gmail.com,+593908008487,"Calle Esmeraldas N46-51, Ambato",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
370,1750000370,Diego Castro Cardenas,diego.castro370@gmail.com,+593908008510,"Av. Amazonas N50-60, Quito",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
371,1750000371,Andrea Ortiz Solis,andrea.ortiz371@gmail.com,+593908008533,"Calle Guayaquil N54-69, Cuenca",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
372,1750000372,Daniel Cabrera Perez,daniel.cabrera372@gmail.com,+593908008556,"Av. De los Shyris N58-78, Manta",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
373,1750000373,Carla Rivas Silva,carla.rivas373@gmail.com,+593908008579,"Calle Venezuela N62-87, Guayaquil",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
374,1750000374,Mario Solis Espinosa,mario.solis374@gmail.com,+593908008602,"Av. 10 de Agosto N66-16, Ambato",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
375,1750000375,Veronica Gomez Gomez,veronica.gomez375@gmail.com,+593908008625,"Calle Flores N70-25, Quito",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
376,1750000376,Manuel Rodriguez Torres,manuel.rodriguez376@gmail.com,+593908008648,"Av. Republica N74-34, Cuenca",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
377,1750000377,Estefania Ramirez Viteri,estefania.ramirez377@gmail.com,+593908008671,"Calle Bolivar N78-43, Manta",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
378,1750000378,Alejandro Diaz Vega,alejandro.diaz378@gmail.com,+593908008694,"Av. Eloy Alfaro N82-52, Guayaquil",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
379,1750000379,Adriana Alvear Rodriguez,adriana.alvear379@gmail.com,+593908008717,"Calle Esmeraldas N86-61, Ambato",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
380,1750000380,Juan Cardenas Castro,juan.cardenas380@gmail.com,+593908008740,"Av. Amazonas N90-70, Quito",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
381,1750000381,Ana Espinosa Morales,ana.espinosa381@gmail.com,+593908008763,"Calle Guayaquil N94-79, Cuenca",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
382,1750000382,Luis Vega Paredes,luis.vega382@gmail.com,+593908008786,"Av. De los Shyris N98-88, Manta",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
383,1750000383,Gabriela Paredes Ramirez,gabriela.paredes383@gmail.com,+593908008809,"Calle Venezuela N12-17, Guayaquil",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
384,1750000384,Jorge Martinez Ortiz,jorge.martinez384@gmail.com,+593908008832,"Av. 10 de Agosto N16-26, Ambato",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
385,1750000385,Silvia Sanchez Delgado,silvia.sanchez385@gmail.com,+593908008855,"Calle Flores N20-35, Quito",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
386,1750000386,Jose Flores Martinez,jose.flores386@gmail.com,+593908008878,"Av. Republica N24-44, Cuenca",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
387,1750000387,Camila Silva Diaz,camila.silva387@gmail.com,+593908008901,"Calle Bolivar N28-53, Manta",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
388,1750000388,David Viteri Cabrera,david.viteri388@gmail.com,+593908008924,"Av. Eloy Alfaro N32-62, Guayaquil",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
389,1750000389,Valeria Morales Mora,valeria.morales389@gmail.com,+593908008947,"Calle Esmeraldas N36-71, Ambato",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
390,1750000390,Diego Delgado Sanchez,diego.delgado390@gmail.com,+593908008970,"Av. Amazonas N40-80, Quito",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
391,1750000391,Andrea Mora Alvear,andrea.mora391@gmail.com,+593908008993,"Calle Guayaquil N44-89, Cuenca",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
392,1750000392,Daniel Lopez Rivas,daniel.lopez392@gmail.com,+593908009016,"Av. De los Shyris N48-18, Manta",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
393,1750000393,Carla Perez Lopez,carla.perez393@gmail.com,+593908009039,"Calle Venezuela N52-27, Guayaquil",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
394,1750000394,Mario Torres Flores,mario.torres394@gmail.com,+593908009062,"Av. 10 de Agosto N56-36, Ambato",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
395,1750000395,Veronica Castro Cardenas,veronica.castro395@gmail.com,+593908009085,"Calle Flores N60-45, Quito",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
396,1750000396,Manuel Ortiz Solis,manuel.ortiz396@gmail.com,+593908009108,"Av. Republica N64-54, Cuenca",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
397,1750000397,Estefania Cabrera Perez,estefania.cabrera397@gmail.com,+593908009131,"Calle Bolivar N68-63, Manta",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
398,1750000398,Alejandro Rivas Silva,alejandro.rivas398@gmail.com,+593908009154,"Av. Eloy Alfaro N72-72, Guayaquil",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
399,1750000399,Adriana Solis Espinosa,adriana.solis399@gmail.com,+593908009177,"Calle Esmeraldas N76-81, Ambato",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
400,1750000400,Juan Gomez Gomez,juan.gomez400@gmail.com,+593908009200,"Av. Amazonas N80-10, Quito",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
401,1750000401,Ana Rodriguez Torres,ana.rodriguez401@gmail.com,+593908009223,"Calle Guayaquil N84-19, Cuenca",t,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,generator_script,
